EMPRESA_SIGLA,EMPRESA_NOME,EMPRESA_NACIONALIDADE,ANO,MÊS,AEROPORTO_DE_ORIGEM_SIGLA,AEROPORTO_DE_ORIGEM_NOME,AEROPORTO_DE_ORIGEM_UF,AEROPORTO_DE_ORIGEM_REGIÃO,AEROPORTO_DE_ORIGEM_PAÍS,AEROPORTO_DE_ORIGEM_CONTINENTE,AEROPORTO_DE_DESTINO_SIGLA,AEROPORTO_DE_DESTINO_NOME,AEROPORTO_DE_DESTINO_UF,AEROPORTO_DE_DESTINO_REGIÃO,AEROPORTO_DE_DESTINO_PAÍS,AEROPORTO_DE_DESTINO_CONTINENTE,NATUREZA,GRUPO_DE_VOO,PASSAGEIROS_PAGOS,PASSAGEIROS_GRÁTIS,CARGA_PAGA_KG,CARGA_GRÁTIS_KG,CORREIO_KG,ASK,RPK,ATK,RTK,COMBUSTÍVEL_LITROS,DISTÂNCIA_VOADA_KM,DECOLAGENS,CARGA_PAGA_KM,CARGA_GRATIS_KM,CORREIO_KM,ASSENTOS,PAYLOAD,HORAS_VOADAS,BAGAGEM_KG
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBTE,TERESINA,PI,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,132,1,2092,0,0,246264,174768,26215,17447,5798,1324,1,2769810,0,0,186,19800,"2,06667",1186
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBTE,TERESINA,PI,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,3318,89,30591,95,0,6029500,4393030,645171,405897,140658,33100,25,40502500,125780,0,4554,487294,"52,9667",27136
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBVT,VITÓRIA,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,147,0,39,0,0,175398,138621,18671,12134,4729,943,1,36777,0,0,186,19800,"1,68333",1804
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SKBO,BOGOTÁ,,,COLÔMBIA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,1646,37,0,0,0,7130290,6062220,802153,515488,153450,40513,11,0,0,0,1936,217800,"56,4167",16516
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBV,BOA VISTA,RR,NORTE,BRASIL,AMÉRICA DO SUL,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,4202,162,3613,50,0,11671500,10547000,1242450,904973,241946,62750,25,9068630,125500,0,4650,495000,"88,5333",41790
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBV,BOA VISTA,RR,NORTE,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,10015,3303,1,0,0,0,0,0,"4,65",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBV,BOA VISTA,RR,NORTE,BRASIL,AMÉRICA DO SUL,SVMI,"MAIQUETÍA, VARGAS (NEAR CARACAS)",,,VENEZUELA,AMÉRICA DO SUL,INTERNACIONAL,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,3835,1108,1,0,0,0,0,0,"1,9",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCA,CASCAVEL,PR,SUL,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,3596,94,3107,87,0,3276580,2639460,348792,218639,93637,17616,24,2280540,63858,0,4464,475200,"38,9667",25081
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,1082,19,0,0,0,3014620,2396630,350856,203922,75590,17720,8,0,0,0,1361,158400,"26,6667",10916
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,2526,591,1,0,0,0,0,0,"1,2",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,7286,320,43480,748,0,5432470,4306030,583089,369680,172986,30141,51,25696700,442068,0,9192,986682,"67,1667",35627
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,10533,0,2,0,0,0,372,39600,"4,18333",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBCJ,PARAUAPEBAS,PA,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,1720,27,10491,189,0,4871710,2815640,518592,251168,109703,26192,16,17173800,309393,0,2976,316800,"39,85",13946
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,11859,2539,1,0,0,0,0,0,"3,56667",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBFZ,FORTALEZA,CE,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,0,0,0,280,0,0,0,43204,0,6328,1858,1,0,520240,0,0,23253,"2,7",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBGL,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,1514,362,1,0,0,0,0,0,"0,916667",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBGL,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,15143,383,59797,595,0,7963640,5481770,851670,457509,247210,43440,120,21646500,215390,0,21999,2352880,"114,017",68471
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,15979,2976,6,0,0,0,0,0,"6,85",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,0,0,0,0,0,,,,,,,,,,,,,,0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,12488,450,33954,1058,0,9783100,6531820,1049360,559583,319064,54064,109,17443300,524768,0,19724,2115820,"139,7",100200
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBMO,RIO LARGO,AL,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,1406,0,214,0,0,2123380,2006360,226032,168157,48368,11416,8,305378,0,0,1488,158400,"17,4833",12178
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBPS,PORTO SEGURO,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,2408,2,0,0,0,1632710,1509820,173796,125105,44619,8778,14,0,0,0,2604,277200,"17,6833",18941
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBPS,PORTO SEGURO,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,4561,95,635,2,0,3634720,2859750,390000,229197,99575,20064,32,398145,1254,0,5797,622041,"39,1167",22863
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBSJ,SÃO JOSÉ DOS CAMPOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,4182,892,2,0,0,0,0,0,"2,05",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBSP,SÃO PAULO,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,5673,1048,2,0,0,0,0,0,"2,76667",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBSP,SÃO PAULO,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,23494,857,51093,4701,0,18552200,12310900,2060470,990918,691513,111612,213,26772700,2463320,0,35405,3932280,"282,517",78108
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,76,1,1041,6,0,178560,72960,19008,6700,4317,960,1,999360,5760,0,186,19800,"1,56667",239
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,5402,110,73501,233,0,7142400,5185920,760320,489992,171982,38400,40,70561000,223680,0,7440,792000,"66,35",31780
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCG,CAMPO GRANDE,MS,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,7739,189,20784,44,0,11128900,7019270,1192700,586174,292161,60769,67,18851100,39908,0,12270,1315040,"121,2",45107
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCG,CAMPO GRANDE,MS,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBSP,SÃO PAULO,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,7237,156,9857,52,0,8250610,6491590,891936,530607,232057,45747,51,8841730,46644,0,9198,994388,"88,5333",38932
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCH,CHAPECÓ,SC,SUL,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,2966,18,1446,27,0,2942970,2212640,316318,181474,90765,16412,22,1078720,20142,0,3945,424041,"37,85",19380
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCH,CHAPECÓ,SC,SUL,BRASIL,AMÉRICA DO SUL,SBSP,SÃO PAULO,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,2942,718,1,0,0,0,0,0,"1,38333",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCH,CHAPECÓ,SC,SUL,BRASIL,AMÉRICA DO SUL,SBSP,SÃO PAULO,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,2835,51,2442,46,0,2861230,2035530,307218,165690,82187,15796,22,1753360,33028,0,3985,427894,"34,2167",15717
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCJ,PARAUAPEBAS,PA,NORTE,BRASIL,AMÉRICA DO SUL,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,1876,29,5437,37,0,4871710,3071010,518592,262181,101255,26192,16,8900370,60569,0,2976,316800,"39,05",14028
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCN,CALDAS NOVAS,GO,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBSP,SÃO PAULO,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,1198,25,0,0,0,989280,823026,106169,65903,32013,5496,8,0,0,0,1440,154547,"11,8",6083
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,6961,209,21482,1,0,10087500,7531800,1080070,643706,232396,55182,51,23243500,1082,0,9323,998241,"95,0834",51387
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,4336,0,1,0,0,0,186,19800,"1,96667",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBGL,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,155,2,0,0,0,125178,104315,13325,8363,3292,673,1,0,0,0,186,19800,"1,25",802
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBGL,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,9735,195,33724,0,0,8870140,6607510,951621,554838,225818,48456,72,22696200,0,0,13180,1414040,"99,65",54057
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,3093,359,1,0,0,0,0,0,"1,05",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,10564,344,18224,306,0,5231350,3828020,563292,328790,209622,29079,81,6542420,109854,0,14572,1569120,"99,9167",97324
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBMG,MARINGÁ,PR,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,666,16,0,0,0,660600,361128,75880,27815,25433,4404,12,0,0,0,1800,206776,"11,5333",2007
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBSP,SÃO PAULO,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,20788,712,22558,2398,0,11542000,6981120,1291420,551274,479246,70834,214,7474970,794400,0,34870,3901990,"227,5",61729
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,452,14,1447,0,0,1007750,816312,107274,67950,20884,5418,3,2613280,0,0,558,59400,"8,08333",2279
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCX,CAXIAS DO SUL,RS,SUL,BRASIL,AMÉRICA DO SUL,SBSP,SÃO PAULO,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,3609,87,8398,79,0,3699780,2764490,397678,232332,109090,20682,27,6432870,60514,0,4830,519188,"40,85",24249
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,4006,79,3113,24,0,3909730,3517270,417216,290677,98297,21072,24,2733210,21072,0,4453,475200,"37,8167",27519
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,7853,189,24003,197,0,13047300,10444500,2137740,888451,471111,102410,77,33210100,262010,0,9810,1607340,"184,217",54086
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBSP,SÃO PAULO,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,4158,58,2396,74,0,6427040,5525980,684164,453411,164891,34554,26,3184280,98346,0,4836,514800,"59,3833",26931
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCZ,CRUZEIRO DO SUL,AC,NORTE,BRASIL,AMÉRICA DO SUL,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,744,16,7139,22,0,,,,,,,,,,,,,,0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBCZ,CRUZEIRO DO SUL,AC,NORTE,BRASIL,AMÉRICA DO SUL,SBRB,RIO BRANCO,AC,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,783,29,339,0,0,1131310,903984,175815,75554,40702,8880,15,4426980,13024,0,1911,297000,"17,55",5633
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBDB,BONITO,MS,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBSP,SÃO PAULO,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,249,5,0,0,0,287316,259209,33200,21784,9288,2082,2,0,0,0,276,31894,"3,71667",2252
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBDB,BONITO,MS,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBSP,SÃO PAULO,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,949,16,0,0,0,1342890,987909,153411,79453,40212,9369,9,0,0,0,1290,147376,"15,6667",5153
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBDN,PRESIDENTE PRUDENTE,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBSP,SÃO PAULO,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,3317,59,3192,5,0,1983010,1704940,211736,138715,69391,10794,21,1640690,2570,0,3858,411947,"27,85",17927
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,INTERNACIONAL,NÃO REGULAR,62,2,0,0,0,682352,240374,76764,20660,16053,3877,1,0,0,0,176,19800,"5,83333",679
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,7706,238,73822,112,0,19569900,15558900,2083860,1440980,417851,105246,54,139014000,1017380,0,10041,1069200,"155,983",69309
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SBFZ,FORTALEZA,CE,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,222,4,335,0,0,889080,530580,94644,45727,17901,4780,2,800650,0,0,372,39600,"6,63333",2148
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SBGL,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,4110,85,26916,0,0,13121800,11701200,1409250,1068840,279345,71175,25,76629800,0,0,4609,495000,"97,8",40265
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,708,0,0,0,0,2006570,1909480,277289,218905,53270,13485,5,0,0,0,744,102815,"18,9833",28067
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,7456,188,454626,380,0,26179800,20108800,4847990,2947490,960429,229245,85,1244540000,1024860,0,9707,1797570,"337,767",72237
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SBPV,PORTO VELHO,RO,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,3595,38,10225,0,0,3530280,2735800,376675,235393,88889,19025,25,7781220,0,0,4639,495000,"35,8333",29487
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SBRB,RIO BRANCO,AC,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,1657,9,7395,34,0,2785540,1966460,296517,181079,66799,14976,13,11760800,39168,0,2418,257400,"24,75",18958
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SBSN,SANTARÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,2132,24,23750,13,0,2627530,1492530,279888,140272,70112,14136,24,21423700,41230,0,4461,475200,"28,2",11753
